UK,Individual,SANAULLAH,Mohammad,null
UK,Individual,SANAULLAH,Mohammed,null
UK,Individual,SANAULLAH,SANAULLAH,null
UK,Individual,Ahmed Jan Zadran,Ahmed,null
UK,Individual,Ahmed Jan Zadran,Ahmed,null
UK,Individual,Abdul SAMAN,Abdul,null
UK,Individual,SHUQIB,Bakht,null
UK,Individual,SHUQIB,Bakhta,null
UK,Individual,SHUQIB,SHUQIB,null
UK,Individual,Abdul Satar,Abdulasattar,null
UK,Individual,Abdul Satar,Abdul Sattar,null
UK,Individual,Abdul Satar,Satar,null
UK,Individual,Abdul Satar,Abdul,null
UK,Individual,Khair Ullah,Karimullah,null
UK,Individual,Khair Ullah,Khairullah,null
UK,Individual,Khair Ullah,Kheirullah,null
UK,Individual,Khair Ullah,Khair,null
UK,Individual,Khair Ullah,Khair,null
UK,Individual,ZAKIR,ZAKIR,null
UK,Individual,Abdul Salam,Muhammad,null
UK,Individual,Abdul Salam,Abdul,null
UK,Individual,Mohammed SHAH,Mullah,null
UK,Individual,Mohammed SHAH,AHMED SHAH,null
UK,Individual,Mohammed SHAH,Ahmed Shah,null
UK,Individual,Mohammed SHAH,Ahmad,null
UK,Individual,Mohammed SHAH,Mohammed,null
UK,Individual,Adam Khan,Adam,null
UK,Individual,Adam Khan,Adam,null
UK,Individual,Saifullah TOKHI,Qari,null
UK,Individual,Saifullah TOKHI,Qari,null
UK,Individual,Saifullah TOKHI,Qari,null
UK,Individual,Saifullah TOKHI,Saifullah,null
UK,Individual,Yaya,Qari,null
UK,Individual,Yaya,Yaya,null
UK,Individual,Abid KHAN,Abid,null
UK,Individual,Mohammad-Omar JADRAN,Mohammad-Omar,null
UK,Individual,Qari Rahmat,Kari,null
UK,Individual,Qari Rahmat,Qari,null
UK,Individual,Basir Noorzai,'Abd,null
UK,Individual,Basir Noorzai,Abdul,null
UK,Individual,Basir Noorzai,Abdul,null
UK,Individual,Basir Noorzai,Basir,null
UK,Individual,Toriq Agha Sayed,Torak,null
UK,Individual,Toriq Agha Sayed,Toriq,null
UK,Individual,Toriq Agha Sayed,Sayed,null
UK,Individual,Toriq Agha Sayed,Toriq,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,Abdelrahman,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,Abdulrahman,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,A. Rahman,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,A. Rahman,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,Abd,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,'Abd,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,'Abd,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,'Abdallah,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,'Abd,null
UK,Individual,'Abd al-Rahman bin 'Amir al-Nu'imi,'Abd,null
UK,Entity,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,AAB,null
UK,Entity,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,Abdullah Azzam Brigades,null
UK,Entity,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades,null
UK,Entity,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades,null
UK,Entity,Al Harakat Al Islamiyya,Al Harakat Al Islamiyya,null
UK,Entity,Lajnat ul Masa Eidatul Afghania,Ahya ul Turas,null
UK,Entity,Lajnat ul Masa Eidatul Afghania,Jamiat Ayat-ur-Rhas al Islamiac,null
UK,Entity,Lajnat ul Masa Eidatul Afghania,Jamiat Ihya ul Turath al Islamia,null
UK,Entity,Lajnat ul Masa Eidatul Afghania,Lajnat ul Masa Eidatul Afghania,null
UK,Entity,Sirat,Association for Citizens Rights and Resistance to Lies,null
UK,Entity,Sirat,Association for Education Cultural and to Create Society -Sirat,null
UK,Entity,Sirat,Association for Education Culture and Building Society-Sirat,null
UK,Entity,Sirat,Association of Citizens for the Support of Truth and Supression of Lies,null
UK,Entity,Sirat,Citizens' Association for Support and Prevention of lies - Furqan,null
UK,Entity,Sirat,Dzemijetul Furkan,null
UK,Entity,Sirat,Dzem'ijjetul Furqan,null
UK,Entity,Sirat,Dzemilijati Furkan,null
UK,Entity,Sirat,In Siratel,null
UK,Entity,Sirat,Istikamet,null
UK,Entity,Sirat,Sirat,null
UK,Entity,Those Who Sign in Blood,Ceux Qui Signent avec le Sang,null
UK,Entity,Those Who Sign in Blood,Les Signataires par le Sang,null
UK,Entity,Those Who Sign in Blood,Those Who Sign in Blood,null
UK,Entity,The Veiled,Les Enturbannes,null
UK,Entity,The Veiled,The Veiled,null
UK,Entity,The Sentinels,Les Sentinelles,null
UK,Entity,The Sentinels,The Sentinels,null
UK,Entity,Al-Rashid Trust,"Aid Organization of the Ulema, Pakistan",null
UK,Entity,Al-Rashid Trust,Al Ameen Trust,null
UK,Entity,Al-Rashid Trust,Al Amin Trust,null
UK,Entity,Al-Rashid Trust,Al Amin Welfare Trust,null
UK,Entity,Al-Rashid Trust,Al Madina Trust,null
UK,Entity,Al-Rashid Trust,Al Rasheed Trust,null
UK,Entity,Al-Rashid Trust,Al-Ameen Trust,null
UK,Entity,Al-Rashid Trust,Al-Madina Trust,null
UK,Entity,Al-Rashid Trust,Al-Rasheed Trust,null
UK,Entity,Al-Rashid Trust,Al-Rashid Trust,null
UK,Entity,Pakistani Relief Foundation,Akhtarabad Medical Camp,null
UK,Entity,Pakistani Relief Foundation,Al Akhtar Trust,null
UK,Entity,Pakistani Relief Foundation,Al-Akhtar Medical Centre,null
UK,Entity,Pakistani Relief Foundation,Azmat Pakistan Trust,null
UK,Entity,Pakistani Relief Foundation,Azmat-e-Pakistan Trust,null
UK,Entity,Pakistani Relief Foundation,Pakistan Relief Foundation,null
UK,Entity,Pakistani Relief Foundation,Pakistani Relief Foundation,null
UK,Entity,Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,Al Haramain Al Masjed Al Aqsa,null
UK,Entity,Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,Al Haramayn Al Masjid Al Aqsa,null
UK,Entity,Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,Al Harammein Al Masjed Al-Aqsa Charity Foundation,null
UK,Entity,Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation,null
UK,Entity,AL-HARAMAIN FOUNDATION (PAKISTAN),null,null
UK,Entity,AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS),null,null
UK,Entity,AL-HARAMAIN (AFGHANISTAN BRANCH),null,null
UK,Entity,AL-HARAMAIN (ALBANIA BRANCH),null,null
UK,Entity,AL-HARAMAIN (BANGLADESH),null,null
UK,Entity,AL-HARAMAIN (ETHIOPIA BRANCH),null,null
UK,Entity,Stichting Al Haramain Humanitarian Aid,Stichting Al Haramain Humanitarian Aid,null
UK,Entity,AL-HARAMAYN FOUNDATION (KENYA),null,null
UK,Entity,AL-HARAMAYN FOUNDATION (TANZANIA),null,null
UK,Entity,AL-ITIHAAD AL-ISLAMIYA (AIAI),null,null
UK,Entity,Al-Kawthar Hawala,Al Kawthar Co.,null
UK,Entity,Al-Kawthar Hawala,Al Kawthar Company,null
UK,Entity,Al-Kawthar Hawala,Al-Kawthar Hawala,null
UK,Entity,the Victory Front,Al-Nusra Front,null
UK,Entity,the Victory Front,Al-Nusrah Front,null
UK,Entity,the Victory Front,Ansar al-Mujahideen Network - sub-unit name,null
UK,Entity,the Victory Front,Assembly for the Liberation of Syria,null
UK,Entity,the Victory Front,Assembly for the Liberation of the Levant,null
UK,Entity,the Victory Front,Conquest of the Levant Front,null
UK,Entity,the Victory Front,Fatah al-Sham Front,null
UK,Entity,the Victory Front,Fateh al-Sham Front,null
UK,Entity,the Victory Front,Front for the Conquest of Syria,null
UK,Entity,the Victory Front,Front for the Liberation of the Levant,null
UK,Entity,the Victory Front,Hay'at Tahrir al-Sham,null
UK,Entity,the Victory Front,Hayat Tahrir al-Sham,null
UK,Entity,the Victory Front,Hay'at Tahrir al-Sham HTS,null
UK,Entity,the Victory Front,Hay'et Tahrir al-Sham,null
UK,Entity,the Victory Front,Jabhat al-Nusrah,null
UK,Entity,the Victory Front,Jabhat Fatah al-Sham,null
UK,Entity,the Victory Front,Jabhat Fateh Al-Sham,null
UK,Entity,the Victory Front,Jabhat Fath al Sham,null
UK,Entity,the Victory Front,Jabhat Fath al-Sham,null
UK,Entity,the Victory Front,Jabhet al-Nusra,null
UK,Entity,the Victory Front,Levantine Mujahideen on the Battlefields of Jihad - sub-unit name,null
