File,IMOnum,Name
UN,5571322,CHONMYONG SHIPPING CO
UN,5963351,FIRST OIL JV CO LTD
UN,5787684,HAPJANGGANG SHIPPING CORP
UN,5936312,KOREA ACHIM SHIPPING CO
UN,5676084,KOREA ANSAN SHIPPING COMPANY
UN,5985863,KOREA MYONGDOK SHIPPING CO
UN,5954061,KOREA SAMJONG SHIPPING
UN,5145892,KOREA SAMMA SHIPPING CO
UN,5982254,KOTI CORP
UN,5878561,PHYONGCHON SHIPPING & MARINE
UN,5987860,YUK TUNG ENERGY PTE LTD
UN,5905801,WEIHAI WORLD-SHIPPING FREIGHT
UN,5988369,MYOHYANG SHIPPING CO
